id,isFrod,probability
Д\286\012230301,0,0.17732370146914395
Д\286\012232259,0,0.009628643519995848
Д\286\012237477,0,0.08013196788462684
Д\286\012243109,0,0.2050082589465154
Д\286\012284012,0,0.23121276793680898
Д\286\012285034,0,0.06131303447944562
Д\286\012286724,0,0.011466731081892409
Д\286\012298646,0,0.03467346329495039
Д\286\012300567,0,0.14613547027259471
Д\286\012300546,0,0.03380519632360445
Д\286\012306594,0,0.07179664062757775
Д\286\011865055,0,0.010504514243921181
Д\286\012141719,0,0.010117375604507652
Д\286\012148618,0,0.029621931924143224
Д\286\012153340,0,0.0335821583984601
Д\286\012161067,0,0.05050533169982801
Д\286\012166168,0,0.03150678512942321
Д\286\012174679,0,0.13810685055497365
Д\286\012182479,0,0.024166224583822383
Д\286\012189008,0,0.10541404363109727
Д\286\012193803,0,0.27050643885022224
Д\286\012174398,0,0.4631500550722245
Д\286\012206003,0,0.017235554903126664
Д\286\012298748,0,0.052785447085941864
Д\286\012168235,0,0.011756172616580834
Д\286\012239738,0,0.010572922600779446
Д\286\012160029,0,0.011940085268340717
Д\286\012248606,0,0.008243946566089452
Д\286\012143798,0,0.01214619885476654
Д\286\012167501,0,0.07647838648150933
Д\286\012264365,0,0.014301814177944778
Д\286\012277062,0,0.015294336407017547
Д\286\011870208,0,0.01669648094073245
Д\286\012278013,0,0.018995745374395693
Д\286\012207390,0,0.015444159976669142
Д\286\012245507,0,0.1667577003266913
Д\286\012254783,0,0.027230240788942553
Д\286\012276756,0,0.013205040202848597
Д\286\012149724,0,0.01807579119330601
Д\286\012216542,0,0.26063072312809055
Д\286\012305185,0,0.020635452246625653
Д\286\011872607,0,0.04360827541343591
Д\286\012240639,0,0.009951017719882072
Д\286\012258649,0,0.22079136633579372
Д\286\012260510,0,0.07367928887067604
Д\286\012240279,0,0.22753853062004448
Д\286\011869493,0,0.012598537725823183
Д\286\012253219,1,0.5890495261503174
Д\286\011866767,0,0.16751701849966472
Д\286\012279036,0,0.31194543245531303
Д\286\011872137,1,0.5624186409171688
Д\286\012219904,0,0.12809450953189563
Д\286\012199515,0,0.0251455599142602
Д\286\012216391,0,0.03212566669997811
Д\286\012239962,0,0.320875779325888
Д\286\012276397,0,0.018870895863964097
Д\286\012145123,0,0.005967228065781908
Д\286\012288956,0,0.014763930231628041
Д\286\012296773,0,0.018251797387917292
Д\286\012192512,0,0.025959502118115502
Д\286\012203291,0,0.017633532479391083
Д\286\012204977,0,0.03233555894617433
Д\286\012208125,0,0.014811592840446992
Д\286\012191174,0,0.012087118379355336
Д\286\012216205,0,0.02263728705625304
Д\286\012217884,0,0.13210116301775354
Д\286\012220646,0,0.2857565996240573
Д\286\012261311,0,0.33402639245519106
Д\286\012269688,0,0.018862042814044553
Д\286\012271496,0,0.03105828705521628
Д\286\012265763,1,0.7203386691841434
Д\286\012278182,0,0.05193155675346498
Д\286\012279647,0,0.025928868193122366
Д\286\012280227,0,0.018595309456419212
Д\286\012285595,0,0.016822626105423816
Д\286\012289989,0,0.03219736259934693
Д\286\012295667,0,0.18448375597959152
Д\286\012296472,0,0.11346143516398682
Д\286\012296695,0,0.3100788774581735
Д\286\012298413,0,0.24020544919934952
Д\286\012140045,0,0.017477280567737192
Д\286\012150137,0,0.023211838228908373
Д\286\012155842,0,0.02031726048230814
Д\286\012161962,0,0.013079574373719169
Д\286\012170798,0,0.1707246308690998
Д\286\012178766,0,0.0646603954903823
Д\286\012285398,0,0.02126486638306811
Д\286\012193611,0,0.014395525012566439
Д\286\012241464,0,0.014085942839665813
Д\286\012204766,0,0.019800696569806688
Д\286\012214868,0,0.029759480577513098
Д\286\012226261,0,0.03784750376244839
Д\286\012249854,0,0.0478848676357707
Д\286\012269331,0,0.10005497355753437
Д\286\012273485,1,0.6715331852075456
Д\286\012146270,0,0.006572391045940051
Д\286\012161579,0,0.16467117602208114
Д\286\012190654,0,0.015514522747635274
Д\286\012229744,0,0.10605121168076752
Д\286\012261010,0,0.021483050744890167
Д\286\012154020,0,0.01782173828935357
Д\286\012156173,0,0.012046448422357674
Д\286\012181858,0,0.31219805122447825
Д\286\012226641,0,0.12048802747043558
Д\286\012232839,0,0.027025574683150116
Д\286\012249342,0,0.04087914498033204
Д\286\012264879,0,0.02750917616843799
Д\286\012261255,1,0.5043424967262713
Д\286\012297548,0,0.11152690731576466
Д\286\012260255,0,0.023583045951462576
Д\286\012306102,0,0.11738335743122894
Д\286\012192737,1,0.7736081382397927
Д\286\012238024,0,0.00894449460662047
Д\286\011866796,0,0.006128824089454804
Д\286\012276512,0,0.12322482493710589
Д\286\011591523,0,0.02710223389162632
Д\286\011865994,0,0.009620842736854191
Д\286\011865854,0,0.02000940426444933
Д\286\012188712,0,0.37898481961202524
Д\286\012188745,0,0.013338200031035108
Д\286\012190383,0,0.013391891517971202
Д\286\012189235,0,0.05162802140150095
Д\286\012193789,0,0.19474200596083116
Д\286\012201356,0,0.09095886392084256
Д\286\012204559,0,0.03762991162895069
Д\286\012199832,0,0.021677881603389997
Д\286\012211992,0,0.10481427816547664
Д\286\012259336,0,0.011970371518743157
Д\286\012265224,0,0.2518942822339567
Д\286\012268215,0,0.018523987655812132
Д\286\012270681,0,0.21228788893836464
Д\286\012274392,0,0.23161956362870775
Д\286\012289427,1,0.8416020341136474
Д\286\012160876,0,0.02148778359957423
Д\286\012219086,0,0.01975517507590617
Д\286\012144560,0,0.005950605174874283
Д\286\012162011,0,0.015424304423455854
Д\286\012221017,0,0.017081596695211088
Д\286\012278633,0,0.09086372920151532
Д\286\012278931,0,0.08998099472341899
Д\286\012283072,1,0.7938500790092272
Д\286\012152043,0,0.14341322356356062
Д\286\011868440,0,0.09928730841552856
Д\286\011872964,0,0.13725531242215525
Д\286\012191639,0,0.015100289097466704
Д\286\011592445,0,0.0052886146429459244
Д\286\011592737,0,0.31061448985457013
Д\286\012165993,0,0.0148068766910696
Д\286\012182049,0,0.016533686063053003
Д\286\012193882,0,0.05278151550614382
Д\286\012201753,0,0.07272149113207625
Д\286\012221270,0,0.18286796610600184
Д\286\012243724,0,0.03830372144458335
Д\286\012221909,0,0.027152054567412768
Д\286\012242081,0,0.014378448780158967
Д\286\012258443,0,0.03322633462306799
Д\286\012262246,0,0.008821179244562383
Д\286\012289897,0,0.15042589329796366
Д\286\012140035,0,0.1328870253809647
Д\286\012143377,0,0.008762162082658323
Д\286\012153412,0,0.00981357199016502
Д\286\012163712,0,0.15842454472371748
Д\286\012193654,0,0.04595296321053843
Д\286\012202622,1,0.6350418311055452
Д\286\012244433,0,0.010472515775911184
Д\286\012214237,0,0.016221765521699908
Д\286\012150315,0,0.011091117737095337
Д\286\012168786,0,0.1290024055177613
Д\286\012236927,0,0.013593884608222261
Д\286\012265516,0,0.010077645131334382
Д\286\012282486,0,0.13611671180014864
Д\286\012293581,0,0.09259881899479973
Д\286\012290760,0,0.10581695166133441
Д\286\012155851,0,0.009226320133914558
Д\286\012167566,0,0.08330230554202372
Д\286\012267051,0,0.195160985315184
Д\286\012295846,0,0.015327033333270129
Д\286\012293957,0,0.1580995518351124
Д\286\012296159,0,0.017342829423354775
Д\286\011593145,0,0.09056226856282665
Д\286\011593762,0,0.1261597150992941
Д\286\011867619,0,0.005071926138091457
Д\286\012168832,0,0.03195639338863972
Д\286\012172344,0,0.04945848359325086
Д\286\012176734,0,0.01308476251346926
Д\286\012182633,0,0.15629575397249446
Д\286\012182063,0,0.15209998653603876
Д\286\012184113,0,0.030797521080836533
Д\286\012187314,0,0.056167681784061174
Д\286\012190850,0,0.0318568641977694
Д\286\012193128,0,0.010789370011815902
Д\286\012205746,0,0.07932913128863044
Д\286\012200994,0,0.019111013214927936
Д\286\012254234,0,0.032055103714240404
Д\286\012253983,0,0.020421969068860985
Д\286\012255616,0,0.2873969781776577
Д\286\012258386,0,0.013499333672012387
Д\286\012143653,0,0.0031451715084722534
Д\286\011868206,0,0.007682077582730387
Д\286\011866621,0,0.1398685636640033
Д\286\011867202,0,0.010860133919135479
Д\286\012210513,0,0.013854829618127833
Д\286\012248233,0,0.010570337556847904
Д\286\012264316,0,0.023824125593641308
Д\286\012269185,0,0.0647956703558049
Д\286\012274957,0,0.09965501610426432
Д\286\012285683,0,0.021782658440438224
Д\286\012166148,0,0.014869704035819302
Д\286\012182620,0,0.01120477133607573
Д\286\012202479,0,0.21455673661181038
Д\286\012251629,0,0.1248647897874762
Д\286\012268772,0,0.14655244551653024
Д\286\012300353,0,0.04256691283467327
Д\286\012181077,0,0.01725831528674816
Д\286\011868049,0,0.012192715973853812
Д\286\012157001,0,0.06586319197099341
Д\286\012280406,0,0.02106795237839004
Д\286\012249113,0,0.010795280142376575
Д\286\011867706,0,0.010804739099520785
Д\286\012138696,0,0.006797268483391538
Д\286\012167808,0,0.09894351819061813
Д\286\012190503,0,0.17808411136966476
Д\286\012210334,0,0.11469012596809468
Д\286\012223026,0,0.016339086741924483
Д\286\012231971,0,0.13689982319788807
Д\286\011591148,0,0.14357802773261122
Д\286\012169677,0,0.021432681634363536
Д\286\012163637,0,0.18171677070287698
Д\286\012185819,0,0.020174422436678958
Д\286\012196739,0,0.06119797551884845
Д\286\012203640,0,0.013717870904762864
Д\286\012221263,0,0.27898018438486366
Д\286\012237851,0,0.01804972994819235
Д\286\012249274,0,0.29659344434397783
Д\286\012253060,0,0.029659223600406404
Д\286\012261878,0,0.010196204352916526
Д\286\012222863,0,0.012199031983115715
Д\286\012291416,0,0.014393728451140552
Д\286\012227441,0,0.010687234126306434
Д\286\012190378,0,0.01677456333373526
Д\286\012184339,0,0.15791154149325484
Д\286\012217019,0,0.015547650300934085
Д\286\012248415,0,0.029443500791704734
Д\286\012186328,0,0.012085274391458322
Д\286\012193848,0,0.12162535857637191
Д\286\012273418,0,0.035349254011608856
Д\286\011594203,0,0.0035204948588412346
Д\286\012171207,0,0.020828659980980376
Д\286\012192596,0,0.09554893679479488
Д\286\012198060,0,0.015258908726201496
Д\286\012211737,0,0.028866427966555273
Д\286\012231307,0,0.013239957009437078
Д\286\012248116,0,0.04320660127302265
Д\286\012266339,0,0.11253236279144495
Д\286\012282793,0,0.3552158735603846
Д\286\012302353,0,0.015765669882192978
Д\286\011591044,0,0.21633735253018258
Д\286\012140946,0,0.13431855488422015
Д\286\012151006,0,0.03332232828121263
Д\286\012151654,0,0.06253916175270452
Д\286\012156665,0,0.04153245641490304
Д\286\012161329,0,0.2196076478923608
Д\286\012160038,0,0.022905702370246733
Д\286\012167267,0,0.028444385544512497
Д\286\012168906,0,0.26770085113958086
Д\286\012174186,0,0.08877566403304288
Д\286\012171728,0,0.013461183498197846
Д\286\012201930,0,0.14894535386947128
Д\286\012225913,0,0.04003193967260778
Д\286\012242438,0,0.02182016596225361
Д\286\012250324,0,0.0642361967070758
Д\286\012254861,0,0.02892371348435733
Д\286\012266756,0,0.10780090030466312
Д\286\012305178,0,0.08664481184428036
Д\286\011866680,0,0.005429160151822034
Д\286\012240374,0,0.022462947399777482
Д\286\011866245,0,0.015467712936136928
Д\286\011870063,0,0.08159748029159616
Д\286\012204846,0,0.009591564916196794
Д\286\012213094,0,0.02775309292520163
Д\286\012233073,0,0.01650042033354347
Д\286\012240905,0,0.010141566659516207
Д\286\012245098,1,0.5681189646271735
Д\286\012250445,0,0.018421956121047498
Д\286\011596231,0,0.019246788514158227
Д\286\012147976,0,0.007066611852845869
Д\286\012166492,0,0.07285823010605402
Д\286\012259781,0,0.3969616936200946
Д\286\012305273,0,0.18339051054398572
Д\286\012230008,0,0.01592709590178418
Д\286\012144453,0,0.15674064014097402
Д\286\012197810,0,0.01725116300216721
Д\286\012253121,0,0.029421145841822878
Д\286\012300872,0,0.018828204421699437
Д\286\012206054,0,0.06449869061901865
Д\286\012295137,0,0.011011083404280222
Д\286\012301156,1,0.6295345766620631
Д\286\012242347,0,0.018064593119399088
Д\286\012184931,0,0.043182173530469374
Д\286\012209384,0,0.01726467968162601
Д\286\012254198,0,0.039672210765223995
Д\286\012287525,0,0.15701555131416867
Д\286\011590777,0,0.036145917957364944
Д\286\011872520,0,0.020693527077691922
Д\286\012142441,0,0.006882976483509417
Д\286\012162735,0,0.021419656679799684
Д\286\012235275,0,0.3981717361586118
Д\286\012293640,0,0.026562377674289567
Д\286\012303067,0,0.02470415784859759
Д\286\012153463,0,0.01528817316674158
Д\286\012180433,0,0.15938584417253834
Д\286\012192295,0,0.010461903589109825
Д\286\012207120,0,0.03715151276976795
Д\286\012298241,0,0.14556234816209843
Д\286\012139582,0,0.48357899568923335
Д\286\012242291,0,0.015388249255135449
Д\286\012186979,0,0.017151079923248547
Д\286\012140843,0,0.004661183101796136
Д\286\012170052,0,0.04262949504866261
Д\286\012196351,0,0.024027348407588172
Д\286\012220395,0,0.017124194025500007
Д\286\012163606,0,0.16760153190400015
Д\286\012199441,0,0.033028676641971885
Д\286\012216210,0,0.09464862543171819
Д\286\012295588,0,0.017247063062834522
Д\286\012156231,0,0.013069339033280015
Д\286\012158745,0,0.013959157551804538
Д\286\012181158,0,0.014369897670507552
Д\286\012138593,0,0.09656103456125119
Д\286\012142326,0,0.00830283529945213
Д\286\012149877,0,0.037545730953901214
Д\286\012150684,0,0.13068505186221874
Д\286\012157787,0,0.007755607563153895
Д\286\012170045,0,0.1519482426449275
Д\286\012221449,0,0.15908593127241794
Д\286\012222634,0,0.053953923496695234
Д\286\012226720,0,0.10151992519339431
Д\286\012231082,0,0.09876851889862666
Д\286\012234339,0,0.01672018536010061
Д\286\012239693,0,0.03140589875002185
Д\286\012240170,0,0.017888232640492482
Д\286\012259146,0,0.10576955618286189
Д\286\012297142,0,0.015127782860166165
Д\286\012304111,0,0.07853656172768718
Д\286\011868989,0,0.008810395476364533
Д\286\012154123,0,0.0219722733199759
Д\286\012176138,0,0.12365308355462394
Д\286\012182839,0,0.17381715837230083
Д\286\012189944,0,0.07248083970424252
Д\286\012186611,0,0.022212644962050714
Д\286\012201026,0,0.13593898048085454
Д\286\012206700,0,0.017407914842352525
Д\286\012210898,0,0.26752629513684273
Д\286\012216956,0,0.0692569642894252
Д\286\012242792,0,0.12521124062486885
Д\286\012224701,0,0.038361624614040045
Д\286\012248482,0,0.012058262644337903
Д\286\012254123,0,0.011425271707524144
Д\286\012281509,0,0.03295264278239745
Д\286\012166229,0,0.05481132746374127
Д\286\012195974,0,0.03340969752627007
Д\286\012214154,0,0.028468652461122845
Д\286\012229634,0,0.0436183971080704
Д\286\012248157,0,0.02449022371887556
Д\286\012270548,0,0.21938295764568322
Д\286\012293039,0,0.10180683504305198
Д\286\011593654,0,0.0061806813923712236
Д\286\012173295,0,0.031038453598617663
Д\286\012286262,0,0.015314070328673959
Д\286\012298802,0,0.04629824566465366
Д\286\012283375,0,0.08280512410214468
Д\286\011869912,0,0.0079421586077532
Д\286\012177011,0,0.01909022242524384
Д\286\012285470,0,0.0401236120707387
Д\286\012159577,0,0.03320671270675148
Д\286\012221890,0,0.09357190535401765
Д\286\011867983,0,0.004193956001921842
Д\286\012176762,0,0.013132529832140215
Д\286\012300325,0,0.005524209052621285
Д\286\012140734,0,0.0077891472636554375
Д\286\012195961,0,0.039914545635996036
Д\286\012140811,0,0.015153137130289089
Д\286\012185347,0,0.03992101645858317
Д\286\011867150,0,0.023897478328187654
Д\286\012241889,0,0.03376241948742441
Д\286\012279645,0,0.016974915476895672
Д\286\011870821,0,0.011358067643927572
Д\286\012192800,0,0.0129296218844969
Д\286\012181654,0,0.08589683368493908
Д\286\012253572,0,0.05025736819503087
Д\286\011866057,0,0.005279370282447837
Д\286\012303771,0,0.01327471987712461
Д\286\011596483,0,0.006068889806423032
Д\286\011594780,0,0.025303067723834026
Д\286\012196285,0,0.13237700536849845
Д\286\011866246,0,0.0467038631954545
Д\286\012138855,0,0.00655352523936768
Д\286\012138664,0,0.03696277804109691
Д\286\012191280,0,0.02858320085828586
Д\286\012211215,0,0.014756079625923183
Д\286\012213246,0,0.04298723143317932
Д\286\012215834,0,0.06886539011331234
Д\286\012220699,0,0.020948360389646595
Д\286\012222919,0,0.0218307232662295
Д\286\012225387,0,0.02193568710693798
Д\286\012276555,0,0.14266579079561295
Д\286\012261621,0,0.035147612899260924
Д\286\012281683,0,0.019446133264112913
Д\286\012264327,0,0.040514198078792925
Д\286\012291853,0,0.028096489733413627
Д\286\012293324,0,0.3048487795374851
Д\286\012295617,0,0.25868380744208574
Д\286\012297668,0,0.05604862607977523
Д\286\012303338,0,0.028723455604238595
Д\286\012305506,0,0.24932246962087845
Д\286\011593176,0,0.012589678655303742
Д\286\012141577,0,0.009485070323543482
Д\286\012147405,0,0.006702556956437132
Д\286\012151525,0,0.0293250129954347
Д\286\012158548,0,0.01195488360526846
Д\286\012163882,0,0.036515268029406724
Д\286\012172810,0,0.023567040448607336
Д\286\012179217,0,0.02735975300990062
Д\286\012186505,0,0.026626308107698227
Д\286\012239008,0,0.014519569584562993
Д\286\012293299,0,0.09507281870558454
Д\286\012304439,0,0.032057573010555805
Д\286\012212006,0,0.11652206117507435
Д\286\012161852,0,0.007142076752522826
Д\286\012182079,0,0.024039223479006566
Д\286\012204899,0,0.010585872339121602
Д\286\012259021,0,0.028532531060497694
Д\286\012166597,0,0.023438410755241806
Д\286\012304000,0,0.009184415193801958
Д\286\012142477,1,0.5383955374012905
Д\286\012233765,0,0.05040754589520176
Д\286\012251096,0,0.015435677710009225
Д\286\012262891,0,0.01823113300595992
Д\286\012143535,0,0.15229743085200792
Д\286\012207851,0,0.03585958221943698
Д\286\012237152,0,0.07157358238059382
Д\286\011595067,1,0.5826198790677065
Д\286\012163219,0,0.05721261375197576
Д\286\012276933,0,0.04404992537018012
Д\286\011871413,0,0.013496779748032896
Д\286\012203781,0,0.0400713543281084
Д\286\012220065,0,0.027097867514795072
Д\286\012241441,0,0.08308102503664476
Д\286\012291763,0,0.29690033283461426
Д\286\011596808,1,0.918265601649196
Д\286\012270689,0,0.06911564656680046
Д\286\012250484,0,0.35945183269512176
Д\286\011591625,1,0.5788735057566337
Д\286\012196516,0,0.1482791275630245
Д\286\012215436,0,0.1897254201142399
Д\286\012236951,0,0.01509074172378263
Д\286\012252801,0,0.033265383063164795
Д\286\012271409,0,0.01717389994111091
Д\286\012250021,0,0.013489055976011122
Д\286\012279046,0,0.02733853411490663
Д\286\011596577,0,0.38626693113356164
Д\286\011870248,0,0.437701629576711
Д\286\012147815,0,0.13729774783776413
Д\286\012194807,0,0.02726952937363584
Д\286\012205341,0,0.026647166461127643
Д\286\012209986,0,0.13167350067874334
Д\286\012212363,0,0.018586729851338024
Д\286\012214854,0,0.021453984770315997
Д\286\012239184,0,0.012636448167826005
Д\286\012268999,0,0.10697211042108566
Д\286\012272949,0,0.011729686800732768
Д\286\012274678,0,0.040751242383188314
Д\286\012275528,0,0.23872864029237295
Д\286\012288019,0,0.05606494051936584
Д\286\012292696,0,0.012469132577902824
Д\286\012293987,0,0.02285509223161219
Д\286\012278007,0,0.01176373542884331
Д\286\011595432,0,0.25483570670900396
Д\286\012150038,0,0.016752066389133548
Д\286\012169335,0,0.011701571686989497
Д\286\012227294,0,0.12253515275395556
Д\286\012281526,0,0.017397789286145268
Д\286\012297372,0,0.04214054353250731
Д\286\011870477,0,0.009607631648116146
Д\286\012160879,0,0.42956426438786316
Д\286\012219432,0,0.022693837310003066
Д\286\012153839,0,0.023724439368663572
Д\286\012168793,0,0.11248980287026587
Д\286\012179364,0,0.04238600216411975
Д\286\012255806,0,0.4656305541907694
Д\286\012238010,0,0.054532273875563274
Д\286\012241240,0,0.1538822172760022
Д\286\012254593,0,0.019420131263891315
Д\286\012188670,1,0.9247654018628262
Д\286\012247793,0,0.010400842945921158
Д\286\012275495,0,0.013781047241742613
Д\286\012277653,0,0.022513825852525742
Д\286\012295014,0,0.05099466586878618
Д\286\012146686,0,0.054487894947489394
Д\286\012165398,0,0.09764418800859143
Д\286\012193414,0,0.19835299133993042
Д\286\012228766,0,0.020102546384018857
Д\286\012248665,0,0.14624009649570507
Д\286\012293185,0,0.49510700060683227
Д\286\012153234,0,0.09841146552069081
Д\286\012197236,0,0.025503989526006687
Д\286\012213952,0,0.06263949800065459
Д\286\012245849,0,0.44692094490909445
Д\286\012155429,0,0.018942188407021287
Д\286\011591520,0,0.013500511162258873
Д\286\012252216,0,0.4781735798862612
Д\286\012278477,0,0.06296520640066187
Д\286\012280808,0,0.024641614697164183
Д\286\012304323,0,0.09872297999503934
Д\286\012174202,0,0.030476626777625904
Д\286\012285825,0,0.18959194460236412
Д\286\012302181,0,0.07209882348207496
Д\286\012258222,0,0.013751948657801848
Д\286\011595890,0,0.014217436388674967
Д\286\011867255,0,0.13137144606797893
Д\286\011868526,0,0.48131495109373956
Д\286\011868281,0,0.22296271321715097
Д\286\012180436,0,0.1617124817854603
Д\286\012183447,0,0.10414815345164026
Д\286\012185589,0,0.4392136641883683
Д\286\012191070,0,0.019803863136612473
Д\286\012195178,0,0.1689485036848557
Д\286\012198000,0,0.03686882280674688
Д\286\012207584,0,0.21803023108236438
Д\286\012205885,0,0.17980261849653043
Д\286\012259061,0,0.04648118074936169
Д\286\012260613,0,0.13501790381283668
Д\286\012272064,0,0.01564709792433458
Д\286\012287112,0,0.20515786344519502
Д\286\012202746,0,0.020195838312910337
Д\286\012305553,0,0.016101042174817237
Д\286\012156207,1,0.5967075613317535
Д\286\012216055,0,0.021465170921432707
Д\286\012255194,0,0.0794784089775298
Д\286\012262270,0,0.025175356197918334
Д\286\012264268,0,0.01921338747119305
Д\286\012282584,0,0.03318794929841473
Д\286\012294914,0,0.36363308806261585
Д\286\012298845,0,0.015127313960230543
Д\286\011592496,0,0.033196518058235244
Д\286\012305184,0,0.04437972113962941
Д\286\012208725,0,0.021945846997412186
Д\286\011869910,0,0.009604213064575089
Д\286\012173333,0,0.019510156522525676
Д\286\012142716,0,0.01381596361294386
Д\286\012234811,0,0.016633699895263566
Д\286\012296560,0,0.010317045224659295
Д\286\012210348,0,0.015100289097466704
